15,31200,58000
16,33700,62700
17,36500,67700
18,39400,73200
19,42600,79000
20,46000,85400
21,49700,92300
22,53700,99700
23,58000,107600
24,63800,118400
25,70100,130300
26,77100,143300
27,84800,157600
28,97600,181200
29,112200,208400
30,129000,239600
31,148300,275500
32,170600,316800
33,196200,364400
34,225600,419000
35,259400,481800
